Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-4-11 4:11,18.094,647,0.4,0.2,0,0.03 | 0.03 | 0.04,1.17 | 1.57 | 2.27,0.88 | 1.28 | 1.71
2024-4-11 4:11,19.253,647,0.4,0.2,0,0.03 | 0.03 | 0.03,1.17 | 1.33 | 1.62,1.23 | 1.51 | 1.71
2024-4-11 4:11,19.253,1093,0.6,0.2,0,0.03 | 0.03 | 0.03,1.17 | 1.33 | 1.62,1.23 | 1.51 | 1.71
2024-4-11 4:11,20.19,1093,0.6,0.2,0,0.03 | 0.03 | 0.03,0.93 | 1.15 | 1.32,1.52 | 1.73 | 2.15
2024-4-11 4:11,20.19,1093,0.6,0.2,0,0.03 | 0.03 | 0.03,0.93 | 1.15 | 1.32,1.52 | 1.73 | 2.15
2024-4-11 4:11,21.121,1093,0.6,0.2,0,0.03 | 0.03 | 0.03,0.93 | 1.10 | 1.32,1.52 | 1.82 | 2.15
2024-4-11 4:11,21.121,1093,0.6,0.2,0,0.03 | 0.03 | 0.03,0.93 | 1.10 | 1.32,1.52 | 1.82 | 2.15
2024-4-11 4:11,20.329,1093,0.6,0.2,0,0.03 | 0.03 | 0.03,0.93 | 1.10 | 1.32,1.52 | 1.82 | 2.15
2024-4-11 4:11,20.329,1093,0.6,0.2,0,0.03 | 0.03 | 0.03,0.93 | 1.10 | 1.32,1.52 | 1.82 | 2.15
2024-4-11 4:11,21.264,1093,0.6,0.2,0,0.03 | 0.03 | 0.06,0.93 | 1.33 | 2.08,0.96 | 1.51 | 2.15
2024-4-11 4:11,21.264,1093,0.6,0.2,0,0.03 | 0.03 | 0.06,0.93 | 1.33 | 2.08,0.96 | 1.51 | 2.15
2024-4-11 4:11,22.158,1904,0.8,0.2,0,0.03 | 0.03 | 0.06,0.93 | 1.31 | 2.08,0.96 | 1.53 | 2.15
2024-4-11 4:11,22.158,1904,0.8,0.2,0,0.03 | 0.03 | 0.06,0.93 | 1.31 | 2.08,0.96 | 1.53 | 2.15
2024-4-11 4:11,23.139,1904,0.8,0.2,0,0.03 | 0.03 | 0.06,0.48 | 1.19 | 2.08,0.96 | 1.68 | 4.14
2024-4-11 4:11,23.139,1904,0.8,0.2,0,0.03 | 0.03 | 0.06,0.48 | 1.19 | 2.08,0.96 | 1.68 | 4.14
2024-4-11 4:11,24.338,1904,0.8,0.2,0,0.03 | 0.06 | 0.12,0.48 | 1.15 | 2.08,0.96 | 1.74 | 4.14
2024-4-11 4:11,24.338,1904,0.8,0.2,0,0.03 | 0.06 | 0.12,0.48 | 1.15 | 2.08,0.96 | 1.74 | 4.14
2024-4-11 4:11,25.283,1904,0.8,0.2,0,0.03 | 0.05 | 0.12,0.48 | 0.88 | 1.23,1.62 | 2.28 | 4.14
2024-4-11 4:11,25.283,1904,0.8,0.2,0,0.03 | 0.05 | 0.12,0.48 | 0.88 | 1.23,1.62 | 2.28 | 4.14
2024-4-11 4:11,26.219,1904,0.8,0.4,0,0.02 | 0.05 | 0.12,0.48 | 0.83 | 1.04,1.92 | 2.41 | 4.14
2024-4-11 4:11,26.219,1904,0.8,0.4,0,0.02 | 0.05 | 0.12,0.48 | 0.83 | 1.04,1.92 | 2.41 | 4.14
2024-4-11 4:11,27.16,1904,0.8,0.4,0,0.02 | 0.05 | 0.12,0.81 | 0.95 | 1.04,1.92 | 2.10 | 2.48
2024-4-11 4:11,27.16,1904,0.8,0.4,0,0.02 | 0.05 | 0.12,0.81 | 0.95 | 1.04,1.92 | 2.10 | 2.48
2024-4-11 4:11,28.091,1904,0.8,0.4,0,0.02 | 0.03 | 0.03,0.98 | 1.01 | 1.04,1.92 | 1.98 | 2.05
2024-4-11 4:11,28.091,1904,0.8,0.4,0,0.02 | 0.03 | 0.03,0.98 | 1.01 | 1.04,1.92 | 1.98 | 2.05
2024-4-11 4:11,31.302,1904,0.8,0.4,0,0.02 | 0.02 | 0.02,0.55 | 0.81 | 1.04,1.93 | 2.47 | 3.64
2024-4-11 4:11,31.302,1904,0.8,0.4,0,0.02 | 0.02 | 0.02,0.55 | 0.81 | 1.04,1.93 | 2.47 | 3.64
2024-4-11 4:11,30.234,1904,0.8,0.4,0,0.02 | 0.02 | 0.02,0.55 | 0.81 | 1.04,1.93 | 2.47 | 3.64
2024-4-11 4:11,30.234,1904,0.8,0.4,0,0.02 | 0.02 | 0.02,0.55 | 0.81 | 1.04,1.93 | 2.47 | 3.64
2024-4-11 4:11,31.164,1904,0.8,0.4,0,0.02 | 0.02 | 0.02,0.46 | 0.68 | 1.04,1.93 | 2.94 | 4.34
2024-4-11 4:11,31.164,1904,0.8,0.4,0,0.02 | 0.02 | 0.02,0.46 | 0.68 | 1.04,1.93 | 2.94 | 4.34
2024-4-11 4:11,30.114,1904,0.8,0.4,0,0.02 | 0.02 | 0.02,0.46 | 0.68 | 1.04,1.93 | 2.94 | 4.34
2024-4-11 4:11,30.114,1904,0.8,0.4,0,0.02 | 0.02 | 0.02,0.46 | 0.68 | 1.04,1.93 | 2.94 | 4.34
2024-4-11 4:11,29.312,1904,0.8,0.4,0,0.02 | 0.02 | 0.02,0.46 | 0.68 | 1.04,1.93 | 2.94 | 4.34
2024-4-11 4:11,29.312,1904,0.8,0.4,0,0.02 | 0.02 | 0.02,0.46 | 0.68 | 1.04,1.93 | 2.94 | 4.34
2024-4-11 4:11,30.243,1904,0.8,0.4,0,0.02 | 0.02 | 0.02,0.36 | 0.51 | 0.67,2.97 | 3.91 | 5.56
2024-4-11 4:11,30.243,1904,0.8,0.4,0,0.02 | 0.02 | 0.02,0.36 | 0.51 | 0.67,2.97 | 3.91 | 5.56
2024-4-11 4:11,31.187,1904,0.8,0.4,0,0.02 | 0.03 | 0.05,0.36 | 0.44 | 0.55,3.64 | 4.58 | 5.56
2024-4-11 4:11,31.187,1904,0.8,0.4,0,0.02 | 0.03 | 0.05,0.36 | 0.44 | 0.55,3.64 | 4.58 | 5.56
2024-4-11 4:11,30.117,1904,0.8,0.4,0,0.02 | 0.03 | 0.05,0.36 | 0.44 | 0.55,3.64 | 4.58 | 5.56
2024-4-11 4:11,30.117,1904,0.8,0.4,0,0.02 | 0.03 | 0.05,0.36 | 0.44 | 0.55,3.64 | 4.58 | 5.56
2024-4-11 4:11,29.334,1904,0.8,0.4,0,0.02 | 0.03 | 0.05,0.36 | 0.39 | 0.46,4.34 | 5.09 | 5.56
2024-4-11 4:11,29.334,1904,0.8,0.4,0,0.02 | 0.03 | 0.05,0.36 | 0.39 | 0.46,4.34 | 5.09 | 5.56
2024-4-11 4:11,30.264,1904,0.8,0.6,0,0.02 | 0.03 | 0.05,0.36 | 0.39 | 0.46,4.34 | 5.09 | 5.56
2024-4-11 4:11,30.264,1904,0.8,0.6,0,0.02 | 0.03 | 0.05,0.36 | 0.39 | 0.46,4.34 | 5.09 | 5.56
2024-4-11 4:11,31.151,1904,0.8,0.6,0,0.02 | 0.03 | 0.05,0.36 | 0.37 | 0.38,5.32 | 5.41 | 5.56
2024-4-11 4:11,31.151,1904,0.8,0.6,0,0.02 | 0.03 | 0.05,0.36 | 0.37 | 0.38,5.32 | 5.41 | 5.56
2024-4-11 4:11,30.14,1904,0.8,0.6,0,0.02 | 0.03 | 0.05,0.36 | 0.37 | 0.38,5.32 | 5.41 | 5.56
2024-4-11 4:11,30.14,1904,0.8,0.6,0,0.02 | 0.03 | 0.05,0.36 | 0.37 | 0.38,5.32 | 5.41 | 5.56
2024-4-11 4:11,31.242,1904,0.8,0.6,0,0.02 | 0.03 | 0.05,0.36 | 0.37 | 0.38,5.32 | 5.40 | 5.51
2024-4-11 4:11,31.242,1904,0.8,0.6,0,0.02 | 0.03 | 0.05,0.36 | 0.37 | 0.38,5.32 | 5.40 | 5.51
2024-4-11 4:11,30.148,1904,0.8,0.6,0,0.02 | 0.03 | 0.05,0.36 | 0.37 | 0.38,5.32 | 5.40 | 5.51
2024-4-11 4:11,30.148,1904,0.8,0.6,0,0.02 | 0.03 | 0.05,0.36 | 0.37 | 0.38,5.32 | 5.40 | 5.51
2024-4-11 4:11,31.223,1904,0.8,0.6,0,0.02 | 0.02 | 0.02,0.35 | 0.36 | 0.37,5.35 | 5.48 | 5.67
2024-4-11 4:11,31.223,1904,0.8,0.6,0,0.02 | 0.02 | 0.02,0.35 | 0.36 | 0.37,5.35 | 5.48 | 5.67
2024-4-11 4:11,30.156,1904,0.8,0.6,0,0.02 | 0.02 | 0.02,0.35 | 0.36 | 0.37,5.35 | 5.48 | 5.67
2024-4-11 4:11,30.156,3886,1,0.6,0,0.02 | 0.02 | 0.02,0.35 | 0.36 | 0.37,5.35 | 5.48 | 5.67
2024-4-11 4:11,31.096,3886,1,0.6,0,0.02 | 0.02 | 0.02,0.35 | 0.44 | 0.67,2.97 | 4.55 | 5.67
2024-4-11 4:11,31.096,3886,1,0.6,0,0.02 | 0.02 | 0.02,0.35 | 0.44 | 0.67,2.97 | 4.55 | 5.67
2024-4-11 4:11,30.299,3886,1,0.6,0,0.02 | 0.02 | 0.02,0.35 | 0.44 | 0.67,2.97 | 4.55 | 5.67
2024-4-11 4:11,30.299,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.35 | 0.44 | 0.67,2.97 | 4.55 | 5.67
2024-4-11 4:11,29.239,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.35 | 0.44 | 0.67,2.97 | 4.55 | 5.67
2024-4-11 4:11,29.239,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.35 | 0.44 | 0.67,2.97 | 4.55 | 5.67
2024-4-11 4:11,30.168,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.35 | 0.50 | 0.67,2.97 | 3.96 | 5.67
2024-4-11 4:11,30.168,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.35 | 0.50 | 0.67,2.97 | 3.96 | 5.67
2024-4-11 4:11,29.113,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.35 | 0.50 | 0.67,2.97 | 3.96 | 5.67
2024-4-11 4:11,29.113,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.35 | 0.50 | 0.67,2.97 | 3.96 | 5.67
2024-4-11 4:11,30.316,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.35 | 0.54 | 0.67,2.97 | 3.69 | 5.67
2024-4-11 4:11,30.316,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.35 | 0.54 | 0.67,2.97 | 3.69 | 5.67
2024-4-11 4:11,29.253,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.35 | 0.54 | 0.67,2.97 | 3.69 | 5.67
2024-4-11 4:11,29.253,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.35 | 0.54 | 0.67,2.97 | 3.69 | 5.67
2024-4-11 4:11,30.139,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.25 | 0.52 | 0.67,2.97 | 3.87 | 7.97
2024-4-11 4:11,30.139,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.25 | 0.52 | 0.67,2.97 | 3.87 | 7.97
2024-4-11 4:11,31.124,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.07 | 0.37 | 0.63,3.17 | 5.48 | 28.99
2024-4-11 4:12,31.124,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.07 | 0.37 | 0.63,3.17 | 5.48 | 28.99
2024-4-11 4:12,30.327,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.07 | 0.37 | 0.63,3.17 | 5.48 | 28.99
2024-4-11 4:12,30.327,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.07 | 0.37 | 0.63,3.17 | 5.48 | 28.99
2024-4-11 4:12,31.228,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.07 | 0.23 | 0.51,3.91 | 8.80 | 28.99
2024-4-11 4:12,31.228,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.07 | 0.23 | 0.51,3.91 | 8.80 | 28.99
2024-4-11 4:12,30.206,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.07 | 0.23 | 0.51,3.91 | 8.80 | 28.99
2024-4-11 4:12,30.206,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.07 | 0.23 | 0.51,3.91 | 8.80 | 28.99
2024-4-11 4:12,31.137,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.07 | 0.13 | 0.25,7.97 | 15.56 | 28.99
2024-4-11 4:12,31.137,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.07 | 0.13 | 0.25,7.97 | 15.56 | 28.99
2024-4-11 4:12,30.339,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.07 | 0.13 | 0.25,7.97 | 15.56 | 28.99
2024-4-11 4:12,30.339,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.07 | 0.13 | 0.25,7.97 | 15.56 | 28.99
2024-4-11 4:12,31.182,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.07 | 0.09 | 0.12,17.24 | 21.92 | 28.99
2024-4-11 4:12,31.182,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.07 | 0.09 | 0.12,17.24 | 21.92 | 28.99
2024-4-11 4:12,30.216,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.07 | 0.09 | 0.12,17.24 | 21.92 | 28.99
2024-4-11 4:12,30.216,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.07 | 0.09 | 0.12,17.24 | 21.92 | 28.99
2024-4-11 4:12,31.149,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.01 | 0.08 | 0.12,17.24 | 25.97 | 166.67
2024-4-11 4:12,31.149,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.01 | 0.08 | 0.12,17.24 | 25.97 | 166.67
2024-4-11 4:12,30.096,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.01 | 0.08 | 0.12,17.24 | 25.97 | 166.67
2024-4-11 4:12,30.096,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.01 | 0.08 | 0.12,17.24 | 25.97 | 166.67
2024-4-11 4:12,31.162,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.01 | 0.08 | 0.12,17.24 | 26.23 | 166.67
2024-4-11 4:12,31.162,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.01 | 0.08 | 0.12,17.24 | 26.23 | 166.67
2024-4-11 4:12,30.227,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.01 | 0.08 | 0.12,17.24 | 26.23 | 166.67
2024-4-11 4:12,30.227,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.01 | 0.08 | 0.12,17.24 | 26.23 | 166.67
2024-4-11 4:12,31.173,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.01 | 0.06 | 0.10,19.61 | 32.39 | 166.67
2024-4-11 4:12,31.173,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.01 | 0.06 | 0.10,19.61 | 32.39 | 166.67
2024-4-11 4:12,30.104,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.01 | 0.06 | 0.10,19.61 | 32.39 | 166.67
2024-4-11 4:12,30.104,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.01 | 0.06 | 0.10,19.61 | 32.39 | 166.67
2024-4-11 4:12,31.307,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.01 | 0.05 | 0.07,26.67 | 44.20 | 166.67
2024-4-11 4:12,31.307,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.01 | 0.05 | 0.07,26.67 | 44.20 | 166.67
2024-4-11 4:12,30.252,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.01 | 0.05 | 0.07,26.67 | 44.20 | 166.67
2024-4-11 4:12,30.252,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.01 | 0.05 | 0.07,26.67 | 44.20 | 166.67
2024-4-11 4:12,31.183,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.04 | 0.06 | 0.09,23.53 | 31.50 | 55.56
2024-4-11 4:12,31.183,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.04 | 0.06 | 0.09,23.53 | 31.50 | 55.56
2024-4-11 4:12,30.129,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.04 | 0.06 | 0.09,23.53 | 31.50 | 55.56
2024-4-11 4:12,30.129,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.04 | 0.06 | 0.09,23.53 | 31.50 | 55.56
2024-4-11 4:12,31.135,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.04 | 0.06 | 0.09,23.53 | 31.87 | 55.56
2024-4-11 4:12,31.135,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.04 | 0.06 | 0.09,23.53 | 31.87 | 55.56
2024-4-11 4:12,30.157,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.04 | 0.06 | 0.09,23.53 | 31.87 | 55.56
2024-4-11 4:12,30.157,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.04 | 0.06 | 0.09,23.53 | 31.87 | 55.56
2024-4-11 4:12,29.21,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.04 | 0.06 | 0.09,23.53 | 31.87 | 55.56
2024-4-11 4:12,29.21,3886,1,0.8,0,0.02 | 0.02 | 0.02,0.04 | 0.06 | 0.09,23.53 | 31.87 | 55.56
2024-4-11 4:12,30.138,3886,1,1,0,0.02 | 0.03 | 0.04,0.04 | 0.14 | 0.35,5.70 | 14.71 | 55.56
2024-4-11 4:12,30.138,3886,1,1,0,0.02 | 0.03 | 0.04,0.04 | 0.14 | 0.35,5.70 | 14.71 | 55.56
2024-4-11 4:12,31.097,3886,1,1,0,0.02 | 0.03 | 0.04,0.07 | 0.23 | 0.39,5.08 | 8.87 | 27.78
2024-4-11 4:12,31.097,3886,1,1,0,0.02 | 0.03 | 0.04,0.07 | 0.23 | 0.39,5.08 | 8.87 | 27.78
2024-4-11 4:12,30.285,3886,1,1,0,0.02 | 0.03 | 0.04,0.07 | 0.23 | 0.39,5.08 | 8.87 | 27.78
2024-4-11 4:12,30.285,3886,1,1,0,0.02 | 0.03 | 0.04,0.07 | 0.23 | 0.39,5.08 | 8.87 | 27.78
2024-4-11 4:12,31.213,3886,1,1,0,0.02 | 0.03 | 0.04,0.07 | 0.23 | 0.39,5.08 | 8.64 | 27.78
2024-4-11 4:12,31.213,3886,1,1,0,0.02 | 0.03 | 0.04,0.07 | 0.23 | 0.39,5.08 | 8.64 | 27.78
2024-4-11 4:12,30.158,3886,1,1,0,0.02 | 0.03 | 0.04,0.07 | 0.23 | 0.39,5.08 | 8.64 | 27.78
2024-4-11 4:12,30.158,3886,1,1,0,0.02 | 0.03 | 0.04,0.07 | 0.23 | 0.39,5.08 | 8.64 | 27.78
2024-4-11 4:12,31.087,3886,1,1,0,0.02 | 0.03 | 0.04,0.11 | 0.30 | 0.39,5.08 | 6.64 | 18.35
2024-4-11 4:12,31.087,3886,1,1,0,0.02 | 0.03 | 0.04,0.11 | 0.30 | 0.39,5.08 | 6.64 | 18.35
2024-4-11 4:12,30.303,3886,1,1,0,0.02 | 0.03 | 0.04,0.11 | 0.30 | 0.39,5.08 | 6.64 | 18.35
2024-4-11 4:12,30.303,3886,1,1,0,0.02 | 0.03 | 0.04,0.11 | 0.30 | 0.39,5.08 | 6.64 | 18.35
2024-4-11 4:12,29.233,3886,1,1,0,0.02 | 0.03 | 0.04,0.11 | 0.30 | 0.39,5.08 | 6.64 | 18.35
2024-4-11 4:12,29.233,3886,1,1,0,0.02 | 0.03 | 0.04,0.11 | 0.30 | 0.39,5.08 | 6.64 | 18.35
2024-4-11 4:12,30.159,3886,1,1,0,0.02 | 0.03 | 0.03,0.11 | 0.37 | 0.63,3.20 | 5.41 | 18.35
2024-4-11 4:12,30.159,3886,1,1,0,0.02 | 0.03 | 0.03,0.11 | 0.37 | 0.63,3.20 | 5.41 | 18.35
2024-4-11 4:12,29.111,3886,1,1,0,0.02 | 0.03 | 0.03,0.11 | 0.37 | 0.63,3.20 | 5.41 | 18.35
2024-4-11 4:12,29.111,3886,1,1,0,0.02 | 0.03 | 0.03,0.11 | 0.37 | 0.63,3.20 | 5.41 | 18.35
2024-4-11 4:12,30.317,3886,1,1,0,0.02 | 0.03 | 0.03,0.11 | 0.52 | 0.98,2.04 | 3.88 | 18.35
2024-4-11 4:12,30.317,3886,1,1,0,0.02 | 0.03 | 0.03,0.11 | 0.52 | 0.98,2.04 | 3.88 | 18.35
2024-4-11 4:12,29.253,3886,1,1,0,0.02 | 0.03 | 0.03,0.11 | 0.52 | 0.98,2.04 | 3.88 | 18.35
2024-4-11 4:12,29.253,3886,1,1,0,0.02 | 0.03 | 0.03,0.11 | 0.52 | 0.98,2.04 | 3.88 | 18.35
2024-4-11 4:12,30.191,3886,1,1,0,0.02 | 0.03 | 0.03,0.35 | 0.79 | 1.19,1.68 | 2.54 | 5.71
2024-4-11 4:12,30.191,3886,1,1,0,0.02 | 0.03 | 0.03,0.35 | 0.79 | 1.19,1.68 | 2.54 | 5.71
2024-4-11 4:12,29.132,3886,1,1,0,0.02 | 0.03 | 0.03,0.35 | 0.79 | 1.19,1.68 | 2.54 | 5.71
2024-4-11 4:12,29.132,3886,1,1,0,0.02 | 0.03 | 0.03,0.35 | 0.79 | 1.19,1.68 | 2.54 | 5.71
2024-4-11 4:12,30.328,3886,1,1,0,0.02 | 0.06 | 0.16,0.63 | 1.04 | 1.35,1.48 | 1.93 | 3.20
2024-4-11 4:12,30.328,3886,1,1,0,0.02 | 0.06 | 0.16,0.63 | 1.04 | 1.35,1.48 | 1.93 | 3.20
2024-4-11 4:12,29.259,3886,1,1,0,0.02 | 0.06 | 0.16,0.63 | 1.04 | 1.35,1.48 | 1.93 | 3.20
2024-4-11 4:12,29.259,3886,1,1,0,0.02 | 0.06 | 0.16,0.63 | 1.04 | 1.35,1.48 | 1.93 | 3.20
2024-4-11 4:12,28.203,3886,1,1,0,0.02 | 0.06 | 0.16,0.63 | 1.04 | 1.35,1.48 | 1.93 | 3.20
2024-4-11 4:12,28.203,3886,1,1,0,0.02 | 0.06 | 0.16,0.63 | 1.04 | 1.35,1.48 | 1.93 | 3.20
2024-4-11 4:12,29.14,3886,1,1,0,0.02 | 0.06 | 0.16,0.98 | 1.26 | 1.53,1.31 | 1.59 | 2.04
2024-4-11 4:12,29.14,3886,1,1,0,0.02 | 0.06 | 0.16,0.98 | 1.26 | 1.53,1.31 | 1.59 | 2.04
2024-4-11 4:12,30.106,3886,1,1,0,0.03 | 0.06 | 0.16,1.19 | 1.44 | 1.67,1.20 | 1.39 | 1.68
2024-4-11 4:12,30.106,3886,1,1,0,0.03 | 0.06 | 0.16,1.19 | 1.44 | 1.67,1.20 | 1.39 | 1.68
2024-4-11 4:12,29.278,3886,1,1,0,0.03 | 0.06 | 0.16,1.19 | 1.44 | 1.67,1.20 | 1.39 | 1.68
2024-4-11 4:12,29.278,3886,1,1,0,0.03 | 0.06 | 0.16,1.19 | 1.44 | 1.67,1.20 | 1.39 | 1.68
2024-4-11 4:12,28.217,3886,1,1,0,0.03 | 0.06 | 0.16,1.19 | 1.44 | 1.67,1.20 | 1.39 | 1.68
2024-4-11 4:12,28.217,3886,1,1,0,0.03 | 0.06 | 0.16,1.19 | 1.44 | 1.67,1.20 | 1.39 | 1.68
2024-4-11 4:12,29.159,3886,1,1,0,0.03 | 0.10 | 0.20,1.35 | 1.52 | 1.67,1.20 | 1.31 | 1.48
2024-4-11 4:12,29.159,3886,1,1,0,0.03 | 0.10 | 0.20,1.35 | 1.52 | 1.67,1.20 | 1.31 | 1.48
2024-4-11 4:12,28.365,3886,1,1,0,0.03 | 0.10 | 0.20,1.35 | 1.52 | 1.67,1.20 | 1.31 | 1.48
2024-4-11 4:12,28.365,3886,1,1,0,0.03 | 0.10 | 0.20,1.35 | 1.52 | 1.67,1.20 | 1.31 | 1.48
2024-4-11 4:12,29.302,3886,1,1,0,0.03 | 0.07 | 0.20,1.53 | 1.78 | 2.38,0.84 | 1.12 | 1.31
2024-4-11 4:12,29.302,3886,1,1,0,0.03 | 0.07 | 0.20,1.53 | 1.78 | 2.38,0.84 | 1.12 | 1.31
2024-4-11 4:12,28.232,3886,1,1,0,0.03 | 0.07 | 0.20,1.53 | 1.78 | 2.38,0.84 | 1.12 | 1.31
2024-4-11 4:12,28.232,3886,1,1,0,0.03 | 0.07 | 0.20,1.53 | 1.78 | 2.38,0.84 | 1.12 | 1.31
2024-4-11 4:12,27.172,3886,1,1,0,0.03 | 0.07 | 0.20,1.53 | 1.78 | 2.38,0.84 | 1.12 | 1.31
2024-4-11 4:12,27.172,3886,1,1,0,0.03 | 0.07 | 0.20,1.53 | 1.78 | 2.38,0.84 | 1.12 | 1.31
2024-4-11 4:12,28.114,3886,1,1,0,0.03 | 0.08 | 0.20,1.55 | 2.02 | 2.49,0.80 | 0.99 | 1.29
2024-4-11 4:12,28.114,3886,1,1,0,0.03 | 0.08 | 0.20,1.55 | 2.02 | 2.49,0.80 | 0.99 | 1.29
2024-4-11 4:12,27.317,3886,1,1,0,0.03 | 0.08 | 0.20,1.55 | 2.02 | 2.49,0.80 | 0.99 | 1.29
2024-4-11 4:12,27.317,3886,1,1,0,0.03 | 0.08 | 0.20,1.55 | 2.02 | 2.49,0.80 | 0.99 | 1.29
2024-4-11 4:12,26.149,3886,1,1,0,0.03 | 0.08 | 0.20,1.55 | 2.02 | 2.49,0.80 | 0.99 | 1.29
2024-4-11 4:12,26.149,3886,1,1,0,0.03 | 0.08 | 0.20,1.55 | 2.02 | 2.49,0.80 | 0.99 | 1.29
2024-4-11 4:12,27.092,3886,1,1,0,0.04 | 0.08 | 0.20,1.55 | 2.50 | 3.58,0.56 | 0.80 | 1.29
2024-4-11 4:12,27.092,142,0.2,1,0,0.04 | 0.08 | 0.20,1.55 | 2.50 | 3.58,0.56 | 0.80 | 1.29
2024-4-11 4:12,26.129,142,0.2,1,0,0.04 | 0.08 | 0.20,1.55 | 2.50 | 3.58,0.56 | 0.80 | 1.29
2024-4-11 4:12,26.129,142,0.2,1,0,0.04 | 0.08 | 0.20,1.55 | 2.50 | 3.58,0.56 | 0.80 | 1.29
2024-4-11 4:12,27.27,142,0.2,1,0,0.04 | 0.13 | 0.38,0.34 | 2.20 | 3.58,0.56 | 0.91 | 5.90
2024-4-11 4:12,27.27,142,0.2,1,0,0.04 | 0.13 | 0.38,0.34 | 2.20 | 3.58,0.56 | 0.91 | 5.90
2024-4-11 4:12,26.274,142,0.2,1,0,0.04 | 0.13 | 0.38,0.34 | 2.20 | 3.58,0.56 | 0.91 | 5.90
2024-4-11 4:12,26.274,142,0.2,1,0,0.04 | 0.13 | 0.38,0.34 | 2.20 | 3.58,0.56 | 0.91 | 5.90
2024-4-11 4:12,25.206,142,0.2,1,0,0.04 | 0.13 | 0.38,0.34 | 2.20 | 3.58,0.56 | 0.91 | 5.90
2024-4-11 4:12,25.206,142,0.2,1,0,0.04 | 0.13 | 0.38,0.34 | 2.20 | 3.58,0.56 | 0.91 | 5.90
2024-4-11 4:12,24.137,142,0.2,1,0,0.04 | 0.13 | 0.38,0.34 | 2.20 | 3.58,0.56 | 0.91 | 5.90
2024-4-11 4:12,24.137,142,0.2,1,0,0.04 | 0.13 | 0.38,0.34 | 2.20 | 3.58,0.56 | 0.91 | 5.90
2024-4-11 4:12,23.34,142,0.2,1,0,0.04 | 0.13 | 0.38,0.34 | 2.20 | 3.58,0.56 | 0.91 | 5.90
2024-4-11 4:12,23.34,142,0.2,1,0,0.04 | 0.13 | 0.38,0.34 | 2.20 | 3.58,0.56 | 0.91 | 5.90
2024-4-11 4:12,22.287,142,0.2,1,0,0.04 | 0.13 | 0.38,0.34 | 2.20 | 3.58,0.56 | 0.91 | 5.90
